,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
0,"#id	pathogen	source	disease	trans_source	trans_type	portal	infection_atts	trans_atts	#comments,",,,,,,,,
1993,"9095	Influenza B virus (B/clinical isolate SA90 Thailand/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1994,"9096	Influenza B virus (B/clinical isolate SA91 Thailand/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1995,"9097	Influenza B virus (B/clinical isolate SA92 Thailand/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1996,"9098	Influenza B virus (B/clinical isolate SA93 Thailand/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1997,"9099	Influenza B virus (B/clinical isolate SA94 Thailand/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1998,"9100	Influenza B virus (B/clinical isolate SA95 Philippines/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1999,"9101	Influenza B virus (B/clinical isolate SA96 Thailand/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2000,"9102	Influenza B virus (B/clinical isolate SA97 Philippines/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2001,"9103	Influenza B virus (B/clinical isolate SA98 Philippines/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2002,"9104	Influenza B virus (B/clinical isolate SA99 Philippines/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2003,"9105	Influenza B virus (B/clinical isolate SA9 Thailand/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2004,"9106	Influenza B virus (B/CNIC/27/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2005,"9107	Influenza B virus (B/Colorado/04/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2006,"9108	Influenza B virus (B/Colorado/11e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2007,"9109	Influenza B virus (B/Colorado/12e/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2008,"9110	Influenza B virus (B/Colorado/13/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2009,"9111	Influenza B virus (B/Colorado/13e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2010,"9112	Influenza B virus (B/Colorado/15/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2011,"9113	Influenza B virus (B/Colorado/16e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2012,"9114	Influenza B virus (B/Colorado/17e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2013,"9115	Influenza B virus (B/Colorado/2/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2014,"9116	Influenza B virus (B/Colorado/2597/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2015,"9117	Influenza B virus (B/Colorado/4e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2016,"9118	Influenza B virus (B/Colorado/5/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2017,"9119	Influenza B virus (B/Connecticut/02/1995)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2018,"9120	Influenza B virus (B/Connecticut/07/1993)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2019,"9121	Influenza B virus (B/Czechoslovakia/16/89)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2020,"9122	Influenza B virus (B/Czechoslovakia/69/90)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2021,"9123	Influenza B virus (B/Daeku/10/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2022,"9124	Influenza B virus (B/Daeku/45/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2023,"9125	Influenza B virus (B/Daeku/47/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2024,"9126	Influenza B virus (B/Daeku/9/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2025,"9127	Influenza B virus (B/Delaware/1/2006)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2026,"9128	Influenza B virus (B/Du/4/78)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2027,"9129	Influenza B virus (B/Durban/39/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2028,"9130	Influenza B virus (B/Durban/43/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2029,"9131	Influenza B virus (B/Durban/44/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2030,"9132	Influenza B virus (B/Durban/52/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2031,"9133	Influenza B virus (B/Durban/55/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2032,"9134	Influenza B virus (B/Durban/56/98)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2033,"9135	Influenza B virus (B/Egypt/2040/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2034,"9136	Influenza B virus (B/England/1716/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2035,"9137	Influenza B virus (B/England/2054/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2036,"9138	Influenza B virus (B/England/23/04)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2037,"9139	Influenza B virus (B/EspiritoSanto/55/01)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2038,"9140	Influenza B virus (B/EspiritoSanto/79/99)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2039,"9141	Influenza B virus (B/Finland/154/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2040,"9142	Influenza B virus (B/Finland/159/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2041,"9143	Influenza B virus (B/Finland/160/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2042,"9144	Influenza B virus (B/Finland/161/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2043,"9145	Influenza B virus (B/Finland/162/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2044,"9146	Influenza B virus (B/Finland/162/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2045,"9147	Influenza B virus (B/Finland/162/91)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2046,"9148	Influenza B virus (B/Finland/164/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2047,"9149	Influenza B virus (B/Finland/172/91)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2048,"9150	Influenza B virus (B/Finland/173/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2049,"9151	Influenza B virus (B/Finland/176/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2050,"9152	Influenza B virus (B/Finland/184/91)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2051,"9153	Influenza B virus (B/Finland/188/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2052,"9154	Influenza B virus (B/Finland/190/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2053,"9155	Influenza B virus (B/Finland/191/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2054,"9156	Influenza B virus (B/Finland/192/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2055,"9157	Influenza B virus (B/Finland/193/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2056,"9158	Influenza B virus (B/Finland/199/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2057,"9159	Influenza B virus (B/Finland/202/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2058,"9160	Influenza B virus (B/Finland/203/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2059,"9161	Influenza B virus (B/Finland/204/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2060,"9162	Influenza B virus (B/Finland/205/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2061,"9163	Influenza B virus (B/Finland/206/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2062,"9164	Influenza B virus (B/Finland/220/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2063,"9165	Influenza B virus (B/Finland/223/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2064,"9166	Influenza B virus (B/Finland/225/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2065,"9167	Influenza B virus (B/Finland/227/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2066,"9168	Influenza B virus (B/Finland/231/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2067,"9169	Influenza B virus (B/Finland/235/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2068,"9170	Influenza B virus (B/Finland/239/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2069,"9171	Influenza B virus (B/Finland/244/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2070,"9172	Influenza B virus (B/Finland/245/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2071,"9173	Influenza B virus (B/Finland/254/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2072,"9174	Influenza B virus (B/Finland/254/93)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2073,"9175	Influenza B virus (B/Finland/255/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2074,"9176	Influenza B virus (B/Finland/260/93)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2075,"9177	Influenza B virus (B/Finland/268/93)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2076,"9178	Influenza B virus (B/Finland/270/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2077,"9179	Influenza B virus (B/Finland/275/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2078,"9180	Influenza B virus (B/Finland/767/2000)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2079,"9181	Influenza B virus (B/Finland/84/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2080,"9182	Influenza B virus (B/Finland/886/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2081,"9183	Influenza B virus (B/Finland/WV4/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2082,"9184	Influenza B virus (B/Finland/WV5/2002)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2083,"9185	Influenza B virus (B/Florida/02/1998)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2084,"9186	Influenza B virus (B/Florida/02/2006)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2085,"9187	Influenza B virus (B/Florida/1/2000)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2086,"9188	Influenza B virus (B/Florida/1/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2087,"9189	Influenza B virus (B/Florida/2/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2088,"9190	Influenza B virus (B/Florida/2/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2089,"9191	Influenza B virus (B/Florida/2/2006)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2090,"9192	Influenza B virus (B/Florida/7e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2091,"9193	Influenza B virus (B/Fujian/36/82)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2092,"9194	Influenza B virus (B/Geneva/5079/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2093,"9195	Influenza B virus (B/Genoa/11/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2094,"9196	Influenza B virus (B/Genoa12/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2095,"9197	Influenza B virus (B/Genoa/2/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2096,"9198	Influenza B virus (B/Genoa/21/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2097,"9199	Influenza B virus (B/Genoa3/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2098,"9200	Influenza B virus (B/Genoa/33/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2099,"9201	Influenza B virus (B/Genoa/41/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2100,"9202	Influenza B virus (B/Genoa48/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2101,"9203	Influenza B virus (B/Genoa49/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2102,"9204	Influenza B virus (B/Genoa5/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2103,"9205	Influenza B virus (B/Genoa/52/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2104,"9206	Influenza B virus (B/Genoa53/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2105,"9207	Influenza B virus (B/Genoa/55/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2106,"9208	Influenza B virus (B/Genoa/56/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2107,"9209	Influenza B virus (B/Genoa6/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2108,"9210	Influenza B virus (B/Genoa65/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2109,"9211	Influenza B virus (B/Genoa/7/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2110,"9212	Influenza B virus (B/Genoa/8/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2111,"9213	Influenza B virus (B/Genova/1294/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2112,"9214	Influenza B virus (B/Genova/1603/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2113,"9215	Influenza B virus (B/Genova/20/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2114,"9216	Influenza B virus (B/Genova/2/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2115,"9217	Influenza B virus (B/Genova/2059/03)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2116,"9218	Influenza B virus (B/Genova/26/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2117,"9219	Influenza B virus (B/Genova/30/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2118,"9220	Influenza B virus (B/Genova/54/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2119,"9221	Influenza B virus (B/Genova/55/02)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2120,"9222	Influenza B virus (B/Georgia/02/1998)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2121,"9223	Influenza B virus (B/Georgia/04/1998)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2122,"9224	Influenza B virus (B/Georgia/1/2000)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2123,"9225	Influenza B virus (B/Georgia/1/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2124,"9226	Influenza B virus (B/Georgia/2/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2125,"9227	Influenza B virus (B/Georgia/9/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2126,"9228	Influenza B virus (B/Guangdong/05/94)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2127,"9229	Influenza B virus (B/Guangdong/08/93)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2128,"9230	Influenza B virus (B/Guangdong/5/94)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2129,"9231	Influenza B virus (B/Guangdong/8/93)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2130,"9232	Influenza B virus (B/Guangzhou/7/97)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2131,"9233	Influenza B virus (B/Guangzhou/86/92)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2132,"9234	Influenza B virus (B/Guangzhou/87/92)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2133,"9235	Influenza B virus (B/Gyeonggi/592/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2134,"9236	Influenza B virus (B/Hannover/2/90)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2135,"9237	Influenza B virus (B/Harbin/07/94)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2136,"9238	Influenza B virus (B/Hawaii/10/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2137,"9239	Influenza B virus (B/Hawaii/10/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2138,"9240	Influenza B virus (B/Hawaii/11/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2139,"9241	Influenza B virus (B/Hawaii/11e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2140,"9242	Influenza B virus (B/Hawaii/11e/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2141,"9243	Influenza B virus (B/Hawaii/1/2003)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2142,"9244	Influenza B virus (B/Hawaii/12e/2005)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2143,"9245	Influenza B virus (B/Hawaii/13/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2144,"9246	Influenza B virus (B/Hawaii/13e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2145,"9247	Influenza B virus (B/Hawaii/17/2001)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2146,"9248	Influenza B virus (B/Hawaii/18e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2147,"9249	Influenza B virus (B/Hawaii/1990/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2148,"9250	Influenza B virus (B/Hawaii/1993/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2149,"9251	Influenza B virus (B/Hawaii/19e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2150,"9252	Influenza B virus (B/Hawaii/20e/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2151,"9253	Influenza B virus (B/Hawaii/21/2004)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
2152,"9254	Influenza B virus (B/Hawaii/2/2000)	Homo sapiens	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
