,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
78,Lymphocytic choriomeningitis virus,Homo sapiens,Non-arthropod-borne lymphocytic choriomeningitis,nesting material,vehicle-borne fomite,mouth,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,
79,Lymphocytic choriomeningitis virus,Homo sapiens,Non-arthropod-borne lymphocytic choriomeningitis,Mus musculus,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,
80,Lymphocytic choriomeningitis virus,Homo sapiens,Non-arthropod-borne lymphocytic choriomeningitis,blood,vehicle-borne medical,skin,PMID:16107785,PMID:16107785,
81,Lymphocytic choriomeningitis virus,Cavia,Non-arthropod-borne lymphocytic choriomeningitis,Mus musculus,contact,undocumented,PMID:16107785,PMID:16107785,
82,Lymphocytic choriomeningitis virus,Homo sapiens,Non-arthropod-borne lymphocytic choriomeningitis,Cavia,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,
83,Lymphocytic choriomeningitis virus,Cavia porcellus,Non-arthropod-borne lymphocytic choriomeningitis,Mus musculus,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,
84,Lymphocytic choriomeningitis virus,Mus musculus,Non-arthropod-borne lymphocytic choriomeningitis,Mus musculus,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,
85,Lymphocytic choriomeningitis virus,Homo sapiens,Non-arthropod-borne lymphocytic choriomeningitis,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/Fact_Sheets/Lymphocytic_Choriomeningitis_Fact_Sheet.pdf,
86,Lymphocytic choriomeningitis virus,Homo sapiens,Non-arthropod-borne lymphocytic choriomeningitis,Cricetinae,contact,skin,PMID:16107785,PMID:16107785,
87,Lymphocytic choriomeningitis virus,Homo sapiens,Non-arthropod-borne lymphocytic choriomeningitis,Mesocricetus auratus,contact,undocumented,PMID:984278;symptom=severe headache;symptom=photophobia;symptom=nausea;symptom=retrobulbar pain;symptom=rash;symptom=diarrhea;symptom=cough;symptom=muscles ache;symptom=fever;symptom=stiff neck;symptom=vomiting,PMID:984278,
88,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,Homo sapiens,congenital,whole body,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
89,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,urine,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
90,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,feces,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
91,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,saliva,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
92,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,nesting material,vehicle-borne fomite,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
93,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,urine,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
94,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,feces,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
95,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,saliva,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
96,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,nesting material,vehicle-borne fomite,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
97,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,urine,vehicle-borne medical,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
98,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,feces,vehicle-borne medical,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
99,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,saliva,vehicle-borne medical,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
100,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,nesting material,vehicle-borne fomite,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
101,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,urine,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
102,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,feces,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
103,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,saliva,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
104,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,nesting material,vehicle-borne fomite,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
105,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,urine,vehicle-borne medical,mouth,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
106,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,feces,vehicle-borne medical,mouth,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
107,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,saliva,vehicle-borne medical,mouth,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
108,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,nesting material,vehicle-borne fomite,mouth,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
109,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,Mus musculus,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
110,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,blood,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
111,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,Cavia,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
112,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
113,Lymphocytic choriomeningitis virus,Homo sapiens,Aseptic meningitis,Cricetinae,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
114,Lymphocytic choriomeningitis virus,Homo sapiens,Non-arthropod-borne lymphocytic choriomeningitis,Homo sapiens,vehicle-borne medical,lung,PMID:16617288;PMID:16723615;PMID:16617288,PMID:16617288;PMID:16723615;PMID:16617288;trans_cvterm=organ transplant,
115,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,Homo sapiens,congenital,whole body,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
116,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,urine,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
117,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,feces,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
118,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,saliva,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
119,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,nesting material,vehicle-borne fomite,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
120,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,urine,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
121,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,feces,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
122,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,saliva,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
123,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,nesting material,vehicle-borne fomite,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
124,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,urine,vehicle-borne medical,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
125,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,feces,vehicle-borne medical,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
126,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,saliva,vehicle-borne medical,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
127,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,nesting material,vehicle-borne fomite,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
128,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,urine,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
129,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,feces,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
130,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,saliva,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
131,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,nesting material,vehicle-borne fomite,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
132,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,urine,vehicle-borne medical,mouth,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
133,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,feces,vehicle-borne medical,mouth,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
134,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,saliva,vehicle-borne medical,mouth,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
135,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,nesting material,vehicle-borne fomite,mouth,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
136,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,Mus musculus,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
137,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,blood,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
138,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,Cavia,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
139,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
140,Lymphocytic choriomeningitis virus,Homo sapiens,Encephalitis,Cricetinae,contact,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
141,Lymphocytic choriomeningitis virus,Mus musculus,Meningoencephalitis,Cricetinae,undocumented,undocumented,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
142,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,Homo sapiens,congenital,whole body,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
143,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,urine,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
144,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,feces,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
145,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,saliva,vehicle-borne medical,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
146,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,nesting material,vehicle-borne fomite,skin,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
147,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,urine,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
148,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,feces,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
149,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,saliva,vehicle-borne medical,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
150,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,nesting material,vehicle-borne fomite,nose,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
151,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,urine,vehicle-borne medical,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
152,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,feces,vehicle-borne medical,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
153,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,saliva,vehicle-borne medical,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
154,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,nesting material,vehicle-borne fomite,eye,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
155,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,urine,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
156,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,feces,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
157,Lymphocytic choriomeningitis virus,Homo sapiens,Meningoencephalitis,saliva,vehicle-borne medical,respiratory system,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,URL:http://www.cdc.gov/ncidod/dvrd/spb/mnpages/dispages/lcmv/qa.htm,
