#pathogen_cv=ncbi_taxonomy,gemina_curation									
#curation_cv=gemina _curation									
#source_cv=ncbi_taxonomy,ENVO,gemina_curation,gemina_anatomy									
#disease_cv=DOID,gemina_curation									
#portal_cv=gemina_anatomy,gemina_curation									
#infection_atts_cv=gemina_curation,symptoms,infection_attribute									
#transmission_atts_cv=transmission_attribute									
#trans_type_cv=gemina_curation,transmission_process									
#id	pathogen	source	disease	trans_source	trans_type	portal	infection_atts	trans_atts	#comments
11609	Influenza A virus (A/Athens/1106/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Athens/1106/2009(H1N1)) 
11610	Influenza A virus (A/Changsha/05/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Changsha/05/2009(H1N1)) 
11611	Influenza A virus (A/Catalonia/375/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/375/2009(H1N1)) 
11612	Influenza A virus (A/Fukushima/1/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Fukushima/1/2009(H1N1)) 
11613	Influenza A virus (A/Catalonia/377/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/377/2009(H1N1)) 
11614	Influenza A virus (A/Catalonia/378/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/378/2009(H1N1)) 
11615	Influenza A virus (A/Catalonia/379/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/379/2009(H1N1)) 
11616	Influenza A virus (A/Catalonia/382/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/382/2009(H1N1)) 
11617	Influenza A virus (A/Italy/104/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Italy/104/2009(H1N1)) 
11618	Influenza A virus (A/Italy/106/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Italy/106/2009(H1N1)) 
11619	Influenza A virus (A/Catalonia/385/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/385/2009(H1N1)) 
11620	Influenza A virus (A/Catalonia/386/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/386/2009(H1N1)) 
11621	Influenza A virus (A/Catalonia/387/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/387/2009(H1N1)) 
11622	Influenza A virus (A/Italy/84/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Italy/84/2009(H1N1)) 
11623	Influenza A virus (A/Catalonia/390/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/390/2009(H1N1)) 
11624	Influenza A virus (A/Catalonia/394/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/394/2009(H1N1)) 
11625	Influenza A virus (A/Catalonia/397/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/397/2009(H1N1)) 
11626	Influenza A virus (A/Catalonia/398/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/398/2009(H1N1)) 
11627	Influenza A virus (A/Catalonia/399/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/399/2009(H1N1)) 
11628	Influenza A virus (A/Dublin/11/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Dublin/11/2009(H1N1)) 
11629	Influenza A virus (A/Japan/1070/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Japan/1070/2009(H1N1)) 
11630	Influenza A virus (A/Dublin/12/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Dublin/12/2009(H1N1)) 
11631	Influenza A virus (A/Italy/126/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Italy/126/2009(H1N1)) 
11632	Influenza A virus (A/Singapore/TLL01/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Singapore/TLL01/2009(H1N1)) 
11633	Influenza A virus (A/Catalonia/401/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/401/2009(H1N1)) 
11634	Influenza A virus (A/Catalonia/403/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/403/2009(H1N1)) 
11635	Influenza A virus (A/Catalonia/405/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/405/2009(H1N1)) 
11636	Influenza A virus (A/Catalonia/408/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/408/2009(H1N1)) 
11637	Influenza A virus (A/Catalonia/410/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/410/2009(H1N1)) 
11638	Influenza A virus (A/Catalonia/412/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/412/2009(H1N1)) 
11639	Influenza A virus (A/Catalonia/414/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/414/2009(H1N1)) 
11640	Influenza A virus (A/Catalonia/417/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/417/2009(H1N1)) 
11641	Influenza A virus (A/Catalonia/423/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/423/2009(H1N1)) 
11642	Influenza A virus (A/Catalonia/442/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/442/2009(H1N1)) 
11643	Influenza A virus (A/Catalonia/443/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/443/2009(H1N1)) 
11644	Influenza A virus (A/Catalonia/456/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/456/2009(H1N1)) 
11645	Influenza A virus (A/Catalonia/458/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/458/2009(H1N1)) 
11646	Influenza A virus (A/Catalonia/467/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/467/2009(H1N1)) 
11647	Influenza A virus (A/Catalonia/470/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/470/2009(H1N1)) 
11648	Influenza A virus (A/Catalonia/432/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/432/2009(H1N1)) 
11649	Influenza A virus (A/Catalonia/434/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/434/2009(H1N1)) 
11650	Influenza A virus (A/Catalonia/446/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/446/2009(H1N1)) 
11651	Influenza A virus (A/Ancona/04/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Ancona/04/2009(H1N1)) 
11652	Influenza A virus (A/Catalonia/475/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/475/2009(H1N1)) 
11653	Influenza A virus (A/Catalonia/476/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/476/2009(H1N1)) 
11654	Influenza A virus (A/Catalonia/478/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/478/2009(H1N1)) 
11655	Influenza A virus (A/Catalonia/479/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/479/2009(H1N1)) 
11656	Influenza A virus (A/Catalonia/480/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/480/2009(H1N1)) 
11657	Influenza A virus (A/Catalonia/481/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/481/2009(H1N1)) 
11658	Influenza A virus (A/Catalonia/482/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/482/2009(H1N1)) 
11659	Influenza A virus (A/Catalonia/483/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/483/2009(H1N1)) 
11660	Influenza A virus (A/Catalonia/490/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/490/2009(H1N1)) 
11661	Influenza A virus (A/Catalonia/496/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/496/2009(H1N1)) 
11662	Influenza A virus (A/Catalonia/497/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/497/2009(H1N1)) 
11663	Influenza A virus (A/Catalonia/498/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/498/2009(H1N1)) 
11664	Influenza A virus (A/Catalonia/500/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/500/2009(H1N1)) 
11665	Influenza A virus (A/Catalonia/502/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/502/2009(H1N1)) 
11666	Influenza A virus (A/Catalonia/503/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/503/2009(H1N1)) 
11667	Influenza A virus (A/Catalonia/508/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/508/2009(H1N1)) 
11668	Influenza A virus (A/Catalonia/510/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/510/2009(H1N1)) 
11669	Influenza A virus (A/Catalonia/517/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/517/2009(H1N1)) 
11670	Influenza A virus (A/Catalonia/518/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/518/2009(H1N1)) 
11671	Influenza A virus (A/Catalonia/519/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/519/2009(H1N1)) 
11672	Influenza A virus (A/Catalonia/521/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/521/2009(H1N1)) 
11673	Influenza A virus (A/Catalonia/522/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/522/2009(H1N1)) 
11674	Influenza A virus (A/Catalonia/523/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/523/2009(H1N1)) 
11675	Influenza A virus (A/Catalonia/551/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/551/2009(H1N1)) 
11676	Influenza A virus (A/Sao Paulo/43812/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Sao Paulo/43812/2009(H1N1)) 
11677	Influenza A virus (A/Catalonia/554/2009(H1N1)) 	Homo sapiens	Influenza	undocumented	undocumented	undocumented	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	URL:http://www.ncbi.nlm.nih.gov/genomes/FLU/Database/request.cgi	#SWINE FLU - NCBI Flu database -06/25/2009-07/30/2009Influenza A virus (A/Catalonia/554/2009(H1N1)) 
